"piler_party","party_id","party_code","party_name","Country","X5"
"Nuclear Disarmament",,,,"Australia",
"Austral. Democrats",990,"AD","Australian Democrats","Australia",
"Austral. labour p",424,"ALP","Australian Labor Party","Australia",
"National party",1743,"ACP-NPA","Australian Country Party / National Party of Australia","Australia",
"One nation",1162,"ONP","One Nation Party","Australia",
"National",1743,"ACP-NPA","Australian Country Party / National Party of Australia","Australia",
"Australian Democrat",990,"AD","Australian Democrats","Australia",
"Labour Party,ALP",424,"ALP","Australian Labor Party","Australia",
"Family First",1263,"FFP","Family First Party","Australia",
"Labour Party-ALP",424,"ALP","Australian Labor Party","Australia",
"Labour Party (ALP)",424,"ALP","Australian Labor Party","Australia",
"Labour Party - ALP",424,"ALP","Australian Labor Party","Australia",
"Australian Labor Party (ALP)",424,"ALP","Australian Labor Party","Australia",
"Liberal Party of Australia",486,"LPA","Liberal Party of Australia","Australia",
"National Party of Australia - NPA",1743,"ACP-NPA","Australian Country Party / National Party of Australia","Australia",
"Christian Democratic Party (Fred Nile Group)",323,"CDP","Christian Democratic Party","Australia",
"Democratic Labour Party - DLP",1540,"DLP","Democratic Labour Party","Australia",
"Shooters and Fishers Party",,,,"Australia",
"Australian Sex Party",,,,"Australia",
"Labor Party (ALP)",424,"ALP","Australian Labor Party","Australia",
"Wikileaks Party",,,,"Australia",
"Labor Party - ALP",424,"ALP","Australian Labor Party","Australia",
"Australian Motoring Enthusiast Party",,,,"Australia",
"Australian Liberty Alliance",,,,"Australia",
"Renewable Energy Party",,,,"Australia",
"Liberal National Party of Queensland",285,"LNPQ","Liberal National Party of Queensland","Australia",
"Australian Cyclists Party",,,,"Australia",
"Democratic Labour Party (DLP)",1540,"DLP","Democratic Labour Party","Australia",
"Information insufficient",,,,"Australia",
"Sustainable Australia",,,,"Australia",
"Liberal National Party / Country Liberal Party",,,,"Australia",
"Palmer United Pary",1996,"PUP","Palmer United Party","Australia",
"Liberal-National Party/Country Liberal Party/Liberal",,,,"Australia",
"Nick Xenophon Team (NXT)",5453,"NXT","Nick Xenophon Team","Australia",
"Palmer United Pary (PUP)",1996,"PUP","Palmer United Party","Australia",
"Katter’s Australian Party",1997,"Katter","Katter's Australian Party","Australia",
"Palmer United Party (PUP)",1996,"PUP","Palmer United Party","Australia",
"Derryn Hinch’s Justice Party (Justice Party)",,,,"Australia",
"Jacqui Lambie Network (JLN)",,,,"Australia",
"United Australia Party (UAP) formerly known as Palmer United Party (PUP)",566,"UAP","United Australia Party","Australia",
"Centre Alliance formerly known as Nick Xenophon Team (NXT)",5453,"NXT","Nick Xenophon Team","Australia",
"The Nationals",1743,"ACP-NPA","Australian Country Party / National Party of Australia","Australia",
"Liberal Party (Liberal National Party (LNP) / Country Liberal Party)",,,,"Australia",
"Liberal Democrats (LDP)",9149,"LDP","Liberal Democratic Party","Australia",
"Australia First Party",,,,"Australia",
"Country Liberal Party (Nor.Terr)",143,"CLP","Country Liberal Party","Australia",
"Nationalist Party of Australia",338,"NAT","Nationalist Party of Australia","Australia",
"Australia Greens",1209,"AG","Australian Greens","Australia",
"Shooters, Fishers and Farmers Party",,,,"Australia",
"Communist Party",996,"KPO","Communist Party of Austria","Austria",
"Freedom Party",463,"FPO","Freedom Party of Austria","Austria",
"Social Democratic Party of Austria",1384,"SPO","Social Democratic Party of Austria","Austria",
"Austrian People's Party",1329,"OVP","Austrian People's Party","Austria",
"Freedom Party of Austria",463,"FPO","Freedom Party of Austria","Austria",
"Alliance for the Future of Austria",599,"BZO","Alliance for the Future of Austria","Austria",
"The Greens - The Green Alternative",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Liberal Forum",605,"LIF","Liberal Forum","Austria",
"Dinkhauser List",,,,"Austria",
"Communist Party of Austria",996,"KPO","Communist Party of Austria","Austria",
"The New Austria",1970,"NEOS","NEOS — The New Austria","Austria",
"Pirate Party",,,,"Austria",
"Team Stronach",1971,"TS","Team Stronach","Austria",
"Sebastian Kurz List - The New People's Party",,,,"Austria",
"NEOS - The New Austria together with Irmgard Griss, Citizens for Freedom and Responsibility",,,,"Austria",
"Peter Pilz List",6137,"PILZ","Peter Pilz List","Austria",
"Communist Party of Austria and Platform PLUS - Open List",,,,"Austria",
"Free Austria List and FPS Dr. Karl Schnell List",,,,"Austria",
"ÖVP",1329,"OVP","Austrian People's Party","Austria",
"SPÖ",1384,"SPO","Social Democratic Party of Austria","Austria",
"Grüne",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"FPÖ",463,"FPO","Freedom Party of Austria","Austria",
"LIF",605,"LIF","Liberal Forum","Austria",
"KPÖ",996,"KPO","Communist Party of Austria","Austria",
"NEOS",1970,"NEOS","NEOS — The New Austria","Austria",
"GRÜNE",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"BZÖ",599,"BZO","Alliance for the Future of Austria","Austria",
"Piratenpartei Österreich",,,,"Austria",
"Team Frank Stronach",1971,"TS","Team Stronach","Austria",
"PILZ",6137,"PILZ","Peter Pilz List","Austria",
"Gruene",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Liberales Forum",605,"LIF","Liberal Forum","Austria",
"DU - Lugner",1500,"DU","The Independents — Lugner's List","Austria",
"Social Democratic Party of Austria- SPÖ",1384,"SPO","Social Democratic Party of Austria","Austria",
"Austrian People's Party - ÖVP",1329,"OVP","Austrian People's Party","Austria",
"Austrian Freedom Party - FPÖ",463,"FPO","Freedom Party of Austria","Austria",
"The Austrian GreensDie Grünen",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Liberal ForumLiberales Forum",605,"LIF","Liberal Forum","Austria",
"Communist Party of Austria - KPÖ",996,"KPO","Communist Party of Austria","Austria",
"Alliance for the Future of Austria - BZÖ",599,"BZO","Alliance for the Future of Austria","Austria",
"Dr. Martins List - For Democracy, Control, JusticeListe Hans Peter Martin",1708,"MARTIN","Hans-Peter Martin's List","Austria",
"Social Democratic Party of Austria - SPÖ",1384,"SPO","Social Democratic Party of Austria","Austria",
"List Kurz / Austrian People's Party - ÖVP",,,,"Austria",
"Freedom Party of Austria - FPÖ",463,"FPO","Freedom Party of Austria","Austria",
"The new Austria - NEOS",1970,"NEOS","NEOS — The New Austria","Austria",
"List Peter Pilz",6137,"PILZ","Peter Pilz List","Austria",
"Alternative Liste Oesterreichs (ALOE)",666,"ALO","Alternative List Austria","Austria",
"Buergerinitiative Parlament (BIP)",,,,"Austria",
"Freiheitliche Partei Oesterreichs (FPOE)",463,"FPO","Freedom Party of Austria","Austria",
"Kommunistische Partei Oesterreichs (KPOE)",996,"KPO","Communist Party of Austria","Austria",
"Oesterreichische Volkspartei (OEVP)",1329,"OVP","Austrian People's Party","Austria",
"Sozialistische Partei Oesterreichs (SPOE)",1384,"SPO","Social Democratic Party of Austria","Austria",
"Vereinte Gruene Oesterreichs (VGOE)",1170,"VGO","United Greens Austria","Austria",
"Alternative List of Austria",666,"ALO","Alternative List Austria","Austria",
"Austrian Peoples Party",1329,"OVP","Austrian People's Party","Austria",
"Socialist Party of Austria",1384,"SPO","Social Democratic Party of Austria","Austria",
"United Ecologists of Austria",1170,"VGO","United Greens Austria","Austria",
"FPOE (Liberal Party)",463,"FPO","Freedom Party of Austria","Austria",
"GA (left-wing Green Party)",,,,"Austria",
"KPOE (Communist Party)",996,"KPO","Communist Party of Austria","Austria",
"OEVP (Conservative Party)",1329,"OVP","Austrian People's Party","Austria",
"SPOE (Social-Democrats)",1384,"SPO","Social Democratic Party of Austria","Austria",
"VGOE (conservative Green Party)",1170,"VGO","United Greens Austria","Austria",
"FPOE Liberal",463,"FPO","Freedom Party of Austria","Austria",
"GA left-wing Greens",,,,"Austria",
"KPOE Communist",996,"KPO","Communist Party of Austria","Austria",
"OEVP Conservative",1329,"OVP","Austrian People's Party","Austria",
"SPOE Social Dem",1384,"SPO","Social Democratic Party of Austria","Austria",
"VGOE conservat Greens",1170,"VGO","United Greens Austria","Austria",
"FPOE (Liberal)",463,"FPO","Freedom Party of Austria","Austria",
"GRUENE (Greens)",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"lif",605,"LIF","Liberal Forum","Austria",
"OEVP (Cons)",1329,"OVP","Austrian People's Party","Austria",
"SPOE (Soc-Democr)",1384,"SPO","Social Democratic Party of Austria","Austria",
"FPOE (Right Liberal)",463,"FPO","Freedom Party of Austria","Austria",
"GA (Left Green)",,,,"Austria",
"LF (Liberal)",605,"LIF","Liberal Forum","Austria",
"GRUENE (Green)",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"LIF (liberal)",605,"LIF","Liberal Forum","Austria",
"FPOE (Right liberal)",463,"FPO","Freedom Party of Austria","Austria",
"G (Left Green)",,,,"Austria",
"OEVP (Conservative)",1329,"OVP","Austrian People's Party","Austria",
"spö",1384,"SPO","Social Democratic Party of Austria","Austria",
"övp",1329,"OVP","Austrian People's Party","Austria",
"bzö",599,"BZO","Alliance for the Future of Austria","Austria",
"grüne",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"fpö",463,"FPO","Freedom Party of Austria","Austria",
"Austrian Social Democratic Party - SPOE",1384,"SPO","Social Democratic Party of Austria","Austria",
"Austrian People's Party - OEVP",1329,"OVP","Austrian People's Party","Austria",
"Confederation for the Future of Austria - BZOE",599,"BZO","Alliance for the Future of Austria","Austria",
"Green Party - GRUENE",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Austrian Freedom Party - FPOE",463,"FPO","Freedom Party of Austria","Austria",
"Liberal Forum - LIF",605,"LIF","Liberal Forum","Austria",
"FPOE (Far-right)",463,"FPO","Freedom Party of Austria","Austria",
"SPOE (Social democrats, Centre left)",1384,"SPO","Social Democratic Party of Austria","Austria",
"KPOE (Communist)",996,"KPO","Communist Party of Austria","Austria",
"BZOE (Far right))",599,"BZO","Alliance for the Future of Austria","Austria",
"Austrian Communist Party - KPOE",996,"KPO","Communist Party of Austria","Austria",
"Austrian Peoples's Party - OEVP",1329,"OVP","Austrian People's Party","Austria",
"Conferederation for the Future of Austria - BZOE",599,"BZO","Alliance for the Future of Austria","Austria",
"Alexander Van der Bellen - Green Party",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Norbert Hofer - Freedom Party - FPÖ",463,"FPO","Freedom Party of Austria","Austria",
"Richard Lugner - Independent",1500,"DU","The Independents — Lugner's List","Austria",
"Andreas Kohl - Peoples Party - ÖVP",1329,"OVP","Austrian People's Party","Austria",
"Irmgard Griss - Independent",,,,"Austria",
"Rudolf Hundstorfer - Social Democrats - SPÖ",1384,"SPO","Social Democratic Party of Austria","Austria",
"Austrian peoples party - OEVP",1329,"OVP","Austrian People's Party","Austria",
"Austrian freedom party - FPOE",463,"FPO","Freedom Party of Austria","Austria",
"Liste Pilz",6137,"PILZ","Peter Pilz List","Austria",
"Green party - GRUENE",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Austrian social democratic party - SPOE",1384,"SPO","Social Democratic Party of Austria","Austria",
"Communist party - KPOE",996,"KPO","Communist Party of Austria","Austria",
"GILT",6138,"GILT","My Vote Counts!","Austria",
"WEISSE",,,,"Austria",
"A different/ other party",,,,"Austria",
"JETZT-Liste Pilz",6137,"PILZ","Peter Pilz List","Austria",
"Austrian social democratic party - Sozialdemokratische Partei Oesterreichs (SPOE)",1384,"SPO","Social Democratic Party of Austria","Austria",
"Austrian peoples party - Oesterreichische Volkspartei (OEVP)",1329,"OVP","Austrian People's Party","Austria",
"Green party - Die Gruenen-die Gruene Alternative (GRUENE)",1659,"GRUENE","The Greens — The Green Alternative","Austria",
"Communist party - Kommunistische Partei Oesterreichs (KPOE)",996,"KPO","Communist Party of Austria","Austria",
"Austrian freedom party - Freiheitliche Partei Oesterreichs (FPOE)",463,"FPO","Freedom Party of Austria","Austria",
"NEOS - Das Neue Oesterreich und Liberales Forum (NEOS)",1970,"NEOS","NEOS — The New Austria","Austria",
"JETZT - Jetzt -Liste Pilz (JETZT)",6137,"PILZ","Peter Pilz List","Austria",
"Communist Party",6223,"AKP","Communist Party of Azerbaijan (1921)","Azerbaijan",
"Justice Party",,,,"Azerbaijan",
"Social-Democratic Party",,,,"Azerbaijan",
"New Azerbaijan Party",1995,"YAP","New Azerbaijan Party","Azerbaijan",
"Musavat/Equality Party",,,,"Azerbaijan",
"Azerbaijan Democratic Party",,,,"Azerbaijan",
"Popular Front Party",1992,"AXC","Azerbaijan Popular Front","Azerbaijan",
"Azerbaijan Liberal Party",,,,"Azerbaijan",
"Civic Solidarity Party",1994,"VHP","Civil Solidarity Party","Azerbaijan",
"Motherland Party",,,,"Azerbaijan",
"Azerbaijan Party of Hope",5877,"AUP","Azerbaijan Hope Party","Azerbaijan",
"Whole Azerbaijan Popular Front Party",,,,"Azerbaijan",
"Modern Musavat Party",,,,"Azerbaijan",
"Khalg Jabkhesi Partyasi (AKhCh)",,,,"Azerbaijan",
"Azerbaijan Milli Dovletchilik Partyasi (AMDP)",1990,"AMDP","Azerbaijan Independence Democrat Party","Azerbaijan",
"Azerbaijan Demokratik Sakhibkarlar Partyasi (ADSP)",,,,"Azerbaijan",
"Musavat Party",3628,"MP","Musavat Party (1911)","Azerbaijan",
"Azerbaijan Namine Alyans",,,,"Azerbaijan",
"Azerbaijan Milli Istiglal Partyasi (AMIP)",1991,"AMIP","Azerbaijan National Independence Party","Azerbaijan",
"Yeni Azerbaijan (YAP)",1995,"YAP","New Azerbaijan Party","Azerbaijan",
"The Azerbaijan Liberal Party",,,,"Azerbaijan",
"Musavat - Equality Party",,,,"Azerbaijan",
"The Azerbaijan Communist Party",1993,"ACP","Azerbaijan Communist Party (1993)","Azerbaijan",
"The Azerbaijan Democratic Party",,,,"Azerbaijan",
"Azerbaijan Popular Front",1992,"AXC","Azerbaijan Popular Front","Azerbaijan",
"Azerbaijan National Independence Party",1991,"AMIP","Azerbaijan National Independence Party","Azerbaijan",
"Workers Party",7519,"WPB","Workers Party of Bangladesh","Bangladesh",
"Affiliated with Bangladesh Awami League",,,,"Bangladesh",
"Affiliated with Bangladesh Nationalist Party",,,,"Bangladesh",
"Affiliated with Communist Party Bangladesh",,,,"Bangladesh",
"Affiliated with Jamat-e-Islami",,,,"Bangladesh",
"Affiliated with Jatiyo Party",,,,"Bangladesh",
"Affiliated with Left Alliance",,,,"Bangladesh",
"Bangladesh Awami League (BAL)",2299,"BAL","Bangladesh People's League","Bangladesh",
"Jatiya Party (Ershad)",2341,"JD","National Party (Ershad)","Bangladesh",
"Bangladesh Nationalist Party (BNP)",3782,"BNP","Bangladesh Nationalist Party","Bangladesh",
"Jatya Party (Monju)",7673,"JP","Jatiya Party (Manju)","Bangladesh",
"Jatya Party (Zafar)",,,,"Bangladesh",
"Jamat-e- Islami Bangladesh",,,,"Bangladesh",
"Jatya Samajtantrik Dal (Inu)",3777,"JSD","National Socialist Party","Bangladesh",
"Jatya Samajtantrik Dal (Rab)",3777,"JSD","National Socialist Party","Bangladesh",
"Bikolpa Dhara Bangladesh",,,,"Bangladesh",
"Islami Oikya Jote",6300,"OIJ","Islamic Unity Front","Bangladesh",
"Bangladesh Communist Party (CPB)",8680,"CPB","Communist Party of Bangladesh","Bangladesh",
"Awami League",2299,"BAL","Bangladesh People's League","Bangladesh",
"Bangladesh National Party (BNP)",3782,"BNP","Bangladesh Nationalist Party","Bangladesh",
"Jatiya Party",2341,"JD","National Party (Ershad)","Bangladesh",
"Jamat",,,,"Bangladesh",
"Bangladesh Awami League",2299,"BAL","Bangladesh People's League","Bangladesh",
"Bangladesh Nationalist Party",3782,"BNP","Bangladesh Nationalist Party","Bangladesh",
"Jatiya Party (Manju)",7673,"JP","Jatiya Party (Manju)","Bangladesh",
"Bangladesh Jamaat-e-Islami",,,,"Bangladesh",
"Islamic Unity Front",6300,"OIJ","Islamic Unity Front","Bangladesh",
"Liberal Democratic Party",3646,"LDPB","Liberal Democratic Party","Belarus",
"Republican Party",,,"|","Belarus",
"Agrarian Party",2037,"AP","Agrarian Party","Belarus",
"Belarusian Social Sports Party",,,"|","Belarus",
"Belarusian Party 'The Greens' ['Zyalyoniya']",,,"|","Belarus",
"Social-Democratic Party of People's Concord [Narodnai Zgody]",,,"|","Belarus",
"Conservative Christian Party of the Belarusian People's Front",,,"|","Belarus",
"Belarusian People's Front Party",3275,"PBNF","Belarusian People's Front","Belarus",
